일시,평균기온(℃),평균풍속(m/s),평균습도(%rh),평균일강수량(mm),일사합,최대전력(MW),요일,전력사용량(kwh),코스피,공휴일/국경일,평일/주말,미세먼지,최저기온(℃),최고기온(℃),평균 현지기압(hPa),평균지면온도(℃),합계 소형증발량(mm),전력,소비계수,평균전력사용량
 2016-02-26,2.8,1.7,67,0.8,11.3,74143,금,15.3404512,1920.16,0,0,53,-3.2,7.5,1017.3,3.4,2.1,15.78019927,994,15.4330495
 2016-02-27,5.2,1.8,67,1.4,12.36,62835,토,15.3404512,2092.09,0,1,75,0.5,8.1,1013.7,4.5,1.9,13.37346508,1002,15.30983154
 2016-02-28,4,2.1,76,5.8,5.43,60454,일,15.3404512,2092.09,0,1,50,-2.6,6.9,1011.3,1.4,0.2,12.86670578,1013,15.1435846
 2016-02-29,-1.8,3.6,56,0.3,10.28,75081,월,15.3404512,1916.66,0,0,50,-5.9,-1.1,1014.4,0.4,1.6,15.97983817,"1,006",15.24895746
 2016-03-01,-1.4,2.4,52,0,15.68,65659,화,12.81085577,2092.09,1,0,37,-7.5,2.1,1017.2,0.8,2.1,13.97451012,984,13.01916237
 2016-03-02,3.2,2.1,61,0,14.46,75697,수,12.81085577,1947.42,0,0,48,-2.2,8.1,1014.1,3.4,1.6,16.11094432,984,13.01916237
 2016-03-03,7.2,1.6,67,0,13.65,73339,목,12.81085577,1958.17,0,0,55,4.4,13.9,1013.2,7.2,1.8,15.60908022,984,13.01916237
 2016-03-04,9.4,1.4,84,9.7,7.07,71181,금,12.81085577,1955.63,0,0,68,6.4,20.3,1013.4,11.1,1.8,15.14978305,984,13.01916237
 2016-03-05,11.8,2.5,91,27.9,4.29,61088,토,12.81085577,2092.09,0,1,35,9.1,13.5,1007.9,10.5,4.5,13.00164295,"1,028",12.46192196
 2016-03-06,10.3,1.8,74,2.5,12.39,56541,일,12.81085577,2092.09,0,1,84,4.3,12.9,1009,10.1,2.9,12.03388381,"1,039",12.3299863
 2016-03-07,8.9,1.5,68,0,8.9,68654,월,12.81085577,1957.87,0,0,100,4.8,12.2,1007.6,6.8,1.3,14.61194989,988,12.96645321
 2016-03-08,5.9,2.3,52,2.8,5.79,71496,화,12.81085577,1946.12,0,0,64,-1.4,7,1012.3,5.1,2.2,15.21682596,984,13.01916237
 2016-03-09,3.1,3,52,2,15.13,73394,수,12.81085577,1952.95,0,0,38,-2.7,5.3,1013.2,4.2,3.3,15.62078612,984,13.01916237
 2016-03-10,1.3,3.1,42,0.1,17.54,73534,목,12.81085577,1969.33,0,0,33,-4.3,3.1,1015.6,3.6,2.9,15.65058297,984,13.01916237
 2016-03-11,0.7,2.4,45,0,18.71,73355,금,12.81085577,1971.41,0,0,33,-5.5,4.6,1014.7,3.5,2.3,15.61248557,984,13.01916237
 2016-03-12,2.5,1.7,48,0,15.63,63026,토,12.81085577,2092.09,0,1,43,-3.3,6.4,1014.1,3.2,1.6,13.4141165,"1,028",12.46192196
 2016-03-13,4.3,1.3,60,0.2,6.56,58472,일,12.81085577,2092.09,0,1,63,1.9,6.5,1013.6,4.4,0.8,12.44486751,"1,039",12.3299863
 2016-03-14,4.2,2.1,64,0,13.39,71811,월,12.81085577,1972.27,0,0,61,1.3,9.6,1012,6.4,2.5,15.28386888,988,12.96645321
 2016-03-15,5.6,1.6,53,0,18.15,71249,화,12.81085577,1969.97,0,0,55,-1,12.4,1012.8,6.6,2.4,15.1642558,984,13.01916237
 2016-03-16,8.8,1.7,45,0,16.65,70048,수,12.81085577,1974.9,0,0,61,2.7,13.8,1011.5,9.7,3,14.90864139,984,13.01916237
 2016-03-17,10.2,1.5,48,0.1,15.23,68585,목,12.81085577,1987.99,0,0,68,2,14.7,1009.7,7.3,2.2,14.5972643,984,13.01916237
 2016-03-18,11.2,1.3,80,9.3,7.27,68855,금,12.81085577,1992.12,0,0,66,8.8,20.1,1002,13.7,2.4,14.65472966,984,13.01916237
 2016-03-19,10.4,2,70,0,17,58798,토,12.81085577,2092.09,0,1,73,6.6,18.1,1004.2,13.2,3,12.51425161,"1,028",12.46192196
 2016-03-20,8.2,1.7,69,0,13.73,55692,일,12.81085577,2092.09,0,1,79,4.9,17.5,1009.9,13.5,3.2,11.85318719,"1,039",12.3299863
 2016-03-21,8.6,1.7,65,0,18.6,65976,월,12.81085577,1989.76,0,0,85,5.5,16.1,1012.3,12.4,3.1,14.04197871,988,12.96645321
 2016-03-22,9.3,2.1,57,0,17.69,66468,화,12.81085577,1996.81,0,0,78,3.5,13.8,1008.7,11.2,3,14.14669335,984,13.01916237
 2016-03-23,8.1,2.5,57,0.5,15.31,66518,수,12.81085577,1995.12,0,0,83,3.8,13.8,1008.9,11.4,3.3,14.15733509,984,13.01916237
 2016-03-24,6.4,2.3,54,0.2,17.18,67411,목,12.81085577,1985.97,0,0,43,1.6,12.7,1013.8,11.9,3.5,14.34739643,984,13.01916237
 2016-03-25,5.8,1.6,64,0.2,14.53,67803,금,12.81085577,1983.81,0,0,65,2.1,12.6,1013,10.9,2.9,14.43082761,984,13.01916237
 2016-03-26,5.7,1.8,63,0.5,16.93,59204,토,12.81085577,2092.09,0,1,64,2.1,12.6,1010.8,10.5,2.6,12.60066247,"1,028",12.46192196
 2016-03-27,7,2.1,53,0,18.8,56066,일,12.81085577,2092.09,0,1,66,2.2,13.1,1009.7,11.8,3.1,11.93278735,"1,039",12.3299863
 2016-03-28,9.3,1.9,45,0,19.95,66453,월,12.81085577,1982.54,0,0,74,2.3,17.4,1010.6,13.5,3.5,14.14350083,988,12.96645321
 2016-03-29,11.9,2.8,55,0.1,12.56,66996,화,12.81085577,1994.91,0,0,104,7.6,17.1,1007.6,12.6,2.9,14.25907005,984,13.01916237
 2016-03-30,12.7,1.8,56,0,19.28,65286,수,12.81085577,2002.14,0,0,43,7,18.3,1009.3,15.9,3.8,13.8951228,984,13.01916237
 2016-03-31,12.4,1.3,48,0,15.23,65372,목,12.81085577,1995.85,0,0,53,6,21.4,1006.2,15.2,3.5,13.91342658,984,13.01916237
 2016-04-01,13.2,1.6,50,0,19.51,63321,금,13.08705883,1973.57,0,0,73,7.3,23.8,1005,16.7,4.5,13.47690272,985,13.28635414
 2016-04-02,13.9,1.8,59,0,17.31,56000,토,13.08705883,2092.09,0,1,76,9.6,21.7,1007.9,18.5,4.2,11.91874026,"1,019",12.84304105
 2016-04-03,11.7,1.5,81,9.5,4.06,54758,일,13.08705883,2092.09,0,1,50,8.2,12.7,1007.6,11.1,0,11.65439963,"1,047",12.49957863
 2016-04-04,11.2,1.7,76,1.8,14.59,64622,월,13.08705883,1978.97,0,0,38,5.1,19.8,1003.1,16.8,4.6,13.75380059,992,13.19259963
 2016-04-05,12,1.9,52,0,21.28,63821,화,13.08705883,1962.74,0,0,66,5.9,18.1,1006.1,16.7,4.4,13.58332004,985,13.28635414
 2016-04-06,12.8,1.8,56,12.2,13.61,63973,수,13.08705883,1971.32,0,0,79,6.6,22.9,1005.2,15.7,1.8,13.61567091,985,13.28635414
 2016-04-07,12.7,2,83,21.9,12.06,65765,목,13.08705883,1973.89,0,0,52,10.5,20.6,998.7,15.8,3.5,13.9970706,985,13.28635414
 2016-04-08,13.9,2.1,64,0,19.13,64364,금,13.08705883,1972.05,0,0,81,7.8,18.7,1005,15.4,3.8,13.69888926,985,13.28635414
 2016-04-09,14.9,1.8,61,0,14.41,56897,토,13.08705883,2092.09,0,1,118,7.4,14.1,1003.8,12.7,0.7,12.10965294,"1,019",12.84304105
 2016-04-10,13.6,2.2,67,0.4,15.92,53991,일,13.08705883,2092.09,0,1,136,9.3,20.7,1002.8,15.9,3.5,11.49115546,"1,047",12.49957863
 2016-04-11,10.9,2.4,64,0.2,18.32,63842,월,13.08705883,1970.37,0,0,44,5.7,19.4,1008.4,16.7,5,13.58778957,992,13.19259963
 2016-04-12,12.5,2.1,59,0.6,17.37,63629,화,13.08705883,1981.32,0,0,49,10.3,19.4,1004.5,16.3,2.5,13.54245579,985,13.28635414
 2016-04-13,14.2,1.4,88,13.1,8.79,61592,수,13.08705883,2092.09,1,0,57,11.4,21.4,996.4,17.1,2.3,13.10891161,985,13.28635414
 2016-04-14,14.7,2.1,70,0,17.7,64045,목,13.08705883,2015.93,0,0,86,9.3,18.6,1002.4,16.4,2.6,13.630995,985,13.28635414
 2016-04-15,13.7,2.1,61,0,22.66,62730,금,13.08705883,2014.71,0,0,55,8.1,23.1,1008.5,19,4.4,13.35111744,985,13.28635414
 2016-04-16,14.6,2.7,74,29.2,8.06,56605,토,13.08705883,2092.09,0,1,54,9.8,20.7,996.6,15.4,0.4,12.04750523,"1,019",12.84304105
 2016-04-17,13.1,5.1,59,9.5,18.06,53629,일,13.08705883,2092.09,0,1,48,8.3,14.5,993.8,14.2,3.9,11.41410931,"1,047",12.49957863
 2016-04-18,13,3,55,1.2,18.93,63016,월,13.08705883,2009.1,0,0,65,7.1,18.6,1003.8,14.9,4.5,13.41198815,992,13.19259963
 2016-04-19,12.5,2,59,0,23.15,63025,화,13.08705883,2011.36,0,0,46,6.5,19.2,1012.1,16.8,4,13.41390366,985,13.28635414
 2016-04-20,13.9,1.8,62,0.7,13.53,63040,수,13.08705883,2005.83,0,0,64,10.1,20.9,1008.3,16.3,1.7,13.41709618,985,13.28635414
 2016-04-21,13.8,2,91,28.8,5.54,65489,목,13.08705883,2022.1,0,0,31,10.3,16.9,996.2,14.7,2.7,13.93832823,985,13.28635414
 2016-04-22,17.1,2.3,70,0,18.74,62611,금,13.08705883,2015.49,0,0,88,10.1,18.6,999,15.5,1.4,13.32579012,985,13.28635414
 2016-04-23,15.2,1.6,54,0,13.31,56709,토,13.08705883,2092.09,0,1,184,7.8,19.8,1003.4,18,3.3,12.06964003,"1,019",12.84304105
 2016-04-24,14.3,1.7,47,0,22.57,53148,일,13.08705883,2092.09,0,1,111,8.1,23.7,1005,21,4.2,11.31173585,"1,047",12.49957863
 2016-04-25,15.9,1.5,50,0,22.79,61770,월,13.08705883,2014.55,0,0,66,10.2,25.3,1007.4,21.3,4.2,13.14679618,992,13.19259963
 2016-04-26,17,2.1,57,1.4,20.03,63140,화,13.08705883,2019.63,0,0,72,12.1,29.6,1004.1,21.8,4.5,13.43837965,985,13.28635414
 2016-04-27,12.4,2.9,78,25,4.83,64566,수,13.08705883,2015.4,0,0,59,14.5,20.7,999.3,17.8,2.9,13.74188185,985,13.28635414
 2016-04-28,13.6,2,70,2.4,14.56,62761,목,13.08705883,2000.93,0,0,57,12.4,23,997.3,22.3,4.2,13.35771532,985,13.28635414
 2016-04-29,14.4,1.9,62,0.1,22.49,61635,금,13.08705883,1994.15,0,0,60,10.9,22.6,1001.5,21.9,4.7,13.1180635,985,13.28635414
 2016-04-30,16.5,2.5,56,0,18.59,54824,토,13.08705883,2092.09,0,1,80,10.8,20.4,1001.4,17,3,11.66844672,"1,019",12.84304105
 2016-05-01,18.1,2.1,54,0,21.3,52528,일,11.90355995,2092.09,0,1,47,12.2,26,1003.5,20.2,4.4,11.17977837,"1,034",11.51214695
 2016-05-02,18.9,2.4,70,7.8,18.23,63788,월,11.90355995,1978.15,0,0,48,16.5,28.4,1001.1,24.4,1,13.5762965,997,11.93937808
 2016-05-03,15.3,4.7,79,26.8,5.03,64682,화,11.90355995,1986.41,0,0,27,8.9,17.6,984.5,14.8,0.9,13.76657067,998,11.92741478
 2016-05-04,17,4.9,43,0.2,23.42,60799,수,11.90355995,1976.71,0,0,51,10.2,20.6,993.6,16.6,5.6,12.94013374,998,11.92741478
 2016-05-05,18.2,2.1,49,0.8,21.9,56793,목,11.90355995,2092.09,1,0,55,10.2,26.9,1002.5,20,4.4,12.08751814,998,11.92741478
 2016-05-06,17.9,2.3,80,1.7,8.79,57534,금,11.90355995,2092.09,0,0,47,13,18.6,996.8,16.8,1,12.24522861,998,11.92741478
 2016-05-07,17.1,2.4,54,0,23.45,53034,토,11.90355995,2092.09,0,1,100,10.7,22.6,1004,19.3,4.6,11.2874727,1002,11.87980035
 2016-05-08,17.4,1.7,55,0,21.76,52557,일,11.90355995,2092.09,0,1,48,11.6,26.8,1005.8,20.8,5.5,11.18595057,"1,034",11.51214695
 2016-05-09,18.1,1.2,59,0.2,14.12,63579,월,11.90355995,1967.81,0,0,51,16.3,25.4,1000.6,23.1,4,13.53181406,997,11.93937808
 2016-05-10,13.9,1.9,90,20.1,3.6,64634,화,11.90355995,1982.5,0,0,32,12.5,18.1,997,16.9,0.8,13.75635461,998,11.92741478
 2016-05-11,15.7,1.7,75,0.9,23.35,62605,수,11.90355995,1980.1,0,0,30,10.4,23.5,999.4,21.2,4.6,13.32451311,998,11.92741478
 2016-05-12,18,2.2,67,0,25.56,63305,목,11.90355995,1977.49,0,0,33,12.1,24,1002.9,22.2,4.7,13.47349736,998,11.92741478
 2016-05-13,16.6,2.1,68,0.1,19.13,63059,금,11.90355995,1966.99,0,0,40,12.7,25.4,1009.4,24,4.4,13.42114004,998,11.92741478
 2016-05-14,17.3,2.1,63,0,25.6,55611,토,11.90355995,2092.09,1,1,34,15.1,26.9,1010.9,24.7,5.8,11.83594759,1002,11.87980035
 2016-05-15,18.1,2.7,77,12.6,15.18,53811,일,11.90355995,2092.09,0,1,33,12.3,24.2,999.4,20.1,1.5,11.45284522,"1,034",11.51214695
 2016-05-16,15.4,3,60,5.9,22.76,62267,월,11.90355995,1967.91,0,0,40,10.8,21.9,999.7,20.6,2,13.252575,997,11.93937808
 2016-05-17,17.8,1.5,55,0,26.48,63763,화,11.90355995,1968.06,0,0,68,10.9,26.6,1005.7,23.6,4.8,13.57097563,998,11.92741478
 2016-05-18,20.3,1.4,54,0,26.19,64944,수,11.90355995,1956.73,0,0,44,13.5,29.5,1008,26.9,7.5,13.82233335,998,11.92741478
 2016-05-19,20.3,1.5,54,0,24.83,66331,목,11.90355995,1946.78,0,0,36,16.3,31.9,1007.2,29.6,5.7,14.11753501,998,11.92741478
 2016-05-20,19.9,1.6,56,0,25.66,66044,금,11.90355995,1947.67,0,0,45,16.8,31.6,1007.2,28.4,6.2,14.05645146,998,11.92741478
 2016-05-21,20.1,1.7,50,0,25.25,57439,토,11.90355995,2092.09,0,1,35,17.8,30.4,1007.9,29.3,8.5,12.22500932,1002,11.87980035
 2016-05-22,20.2,1.7,51,0,25.57,54753,일,11.90355995,2092.09,0,1,44,17.6,31.7,1006,30.8,5.2,11.65333546,"1,034",11.51214695
 2016-05-23,20.6,1.6,57,0,21.04,66919,월,11.90355995,1955.25,0,0,64,18.3,29.4,1002.2,28.1,4.1,14.24268178,997,11.93937808
 2016-05-24,18,2,85,20.3,7.03,65836,화,11.90355995,1937.68,0,0,35,15.4,21.8,996.9,18.5,2,14.01218186,998,11.92741478
 2016-05-25,19.4,1.7,71,0,22.22,65014,수,11.90355995,1960.51,0,0,85,15.3,24.4,999.8,21.1,3.7,13.83723178,998,11.92741478
 2016-05-26,20.4,1.5,71,0.1,14.89,66201,목,11.90355995,1957.06,0,0,103,17.5,22.9,1000.5,19.4,1.3,14.0898665,998,11.92741478
 2016-05-27,21.5,1.5,63,0.1,20.53,66831,금,11.90355995,1969.17,0,0,74,14.8,27.1,1001.3,23.2,4.1,14.22395233,998,11.92741478
 2016-05-28,20.9,1.4,63,0.4,20.97,58181,토,11.90355995,2092.09,0,1,70,17.2,28,997.9,28.3,6.5,12.38293263,1002,11.87980035
 2016-05-29,20.2,1.6,67,0.6,18.1,54762,일,11.90355995,2092.09,0,1,75,17.2,27.6,994.8,27.6,4.9,11.65525097,"1,034",11.51214695
 2016-05-30,21.3,1.9,64,0,25.05,67467,월,11.90355995,1967.13,0,0,83,16.9,28.9,996.9,30.1,5.4,14.35931517,997,11.93937808
 2016-05-31,21.7,1.9,62,0,21.9,68011,화,11.90355995,1983.4,0,0,70,17.4,27.6,997.4,27.9,5.6,14.47509722,998,11.92741478
 2016-06-01,20.9,2.1,58,0,24.34,66550,수,12.89179302,1982.72,0,0,41,17.1,29.9,997.4,29.6,5.3,14.1641458,991,13.00887288
 2016-06-02,20.2,1.7,59,0,25.84,67243,목,12.89179302,1985.11,0,0,33,17.2,29.1,1000,31.7,6,14.31164021,991,13.00887288
 2016-06-03,21.6,1.6,57,0,23.47,67242,금,12.89179302,1985.84,0,0,46,17.6,27.7,1000.9,29.6,5.1,14.31142737,991,13.00887288
 2016-06-04,19.4,1.4,73,3.9,7.4,58332,토,12.89179302,2092.09,0,1,47,18.2,26.3,999.1,25.7,3.8,12.41507066,1005,12.82765475
 2016-06-05,21,2,66,0,22.78,54852,일,12.89179302,2092.09,0,1,44,17.3,32.2,1000.5,33.7,7,11.67440609,1028,12.54065469
 2016-06-06,19.5,1.6,78,0.7,10.75,58231,월,12.89179302,2092.09,1,0,25,20.8,28.4,1002.4,28,6.2,12.39357436,"1,008",12.7894772
 2016-06-07,21.2,1.3,78,0.3,15.87,66902,화,12.89179302,2011.63,0,0,40,19.6,25.9,1000.3,22.8,2.9,14.23906359,991,13.00887288
 2016-06-08,21,1.3,80,1.7,15.31,67384,수,12.89179302,2027.08,0,0,41,18.2,27.7,999.7,31.3,4.6,14.34164989,991,13.00887288
 2016-06-09,22.2,1.5,74,0,21.46,68792,목,12.89179302,2024.17,0,0,48,17.8,31.3,1000.9,32.8,5.2,14.64132108,991,13.00887288
 2016-06-10,22.8,1.7,73,0,23.14,69908,금,12.89179302,2017.63,0,0,54,20.2,31.3,1001.6,32.6,5.5,14.87884454,991,13.00887288
 2016-06-11,23.6,1.7,77,2.1,16.09,61226,토,12.89179302,2092.09,0,1,46,20.9,26.5,1000.1,25.9,1.5,13.03101413,1005,12.82765475
 2016-06-12,23.1,1.3,86,2.6,10.42,56360,일,12.89179302,2092.09,0,1,30,19.9,26.7,995.6,25.4,2.4,11.99536074,1028,12.54065469
 2016-06-13,22.5,1.8,79,0.1,19.67,69342,월,12.89179302,1979.06,0,0,58,19.4,29.6,992.2,27.5,4.7,14.75838013,"1,008",12.7894772
 2016-06-14,22.1,1.7,78,0.5,17.71,69628,화,12.89179302,1972.03,0,0,47,19.7,29.5,992.9,31.8,4,14.81925084,991,13.00887288
 2016-06-15,21.5,2,83,4.8,8.52,68154,수,12.89179302,1968.83,0,0,40,17.4,24.5,990.5,20.8,3,14.50553257,991,13.00887288
 2016-06-16,22.1,2.3,76,1.7,15.72,67964,목,12.89179302,1951.99,0,0,31,18.6,24.9,990.3,22.4,3.5,14.46509399,991,13.00887288
 2016-06-17,23.2,2.1,66,0,24.45,69037,금,12.89179302,1953.4,0,0,52,18.6,29.1,998,28.6,5.3,14.69346556,991,13.00887288
 2016-06-18,23.7,1.8,69,0.8,21.99,61326,토,12.89179302,2092.09,0,1,56,20.1,29.9,1001.3,31.4,5.3,13.0522976,1005,12.82765475
 2016-06-19,23.8,1.8,74,1.4,20.65,57111,일,12.89179302,2092.09,0,1,31,20.3,29.3,998.1,30,4,12.15519956,1028,12.54065469
 2016-06-20,23.2,1.4,79,5.7,15.89,71333,월,12.89179302,1981.12,0,0,44,19.6,30.7,996.7,29.3,3.6,15.18213391,1008,12.7894772
 2016-06-21,23.6,1.6,79,0.3,16.49,72018,화,12.89179302,1982.7,0,0,53,21,31.3,996.8,30.6,6,15.32792565,991,13.00887288
 2016-06-22,22.8,1.7,84,7,9.66,72340,수,12.89179302,1992.58,0,0,59,20.9,30.2,995.5,26.2,8,15.3964584,991,13.00887288
 2016-06-23,24.2,1.6,77,0.1,20.69,72816,목,12.89179302,1986.71,0,0,40,19.6,29.4,995.9,26.1,2.8,15.4977677,991,13.00887288
 2016-06-24,21.9,2,88,30.3,6.85,70325,금,12.89179302,1925.24,0,0,47,21.1,25.7,989.7,23.4,2.4,14.96759659,991,13.00887288
 2016-06-25,22.7,2.7,65,0,20.1,59406,토,12.89179302,2092.09,0,1,31,19.2,26.7,993.1,24.9,4.3,12.64365507,1005,12.82765475
 2016-06-26,23.2,2,67,0,25.45,56370,일,12.89179302,2092.09,0,1,29,19.4,30.3,998.7,30.5,5.8,11.99748908,1028,12.54065469
 2016-06-27,22.1,1.2,76,1,12.74,70520,월,12.89179302,1926.85,0,0,35,19.9,29.5,999.8,28.3,3,15.00909935,1008,12.7894772
 2016-06-28,22.4,1.5,75,0.5,18.66,71431,화,12.89179302,1936.22,0,0,53,20.4,29.7,1000.5,27.9,4.1,15.20299171,991,13.00887288
 2016-06-29,22.8,1.6,78,0.9,15.13,71556,수,12.89179302,1956.36,0,0,37,20.9,30.2,1000.3,30.9,5,15.22959604,991,13.00887288
 2016-06-30,24.4,1.9,80,1,14.44,72528,목,12.89179302,1970.35,0,0,31,23,26.9,999.8,26,2.1,15.43647132,991,13.00887288
 2016-07-01,24.2,2.4,88,55.2,5.95,72275,금,13.58518435,1987.32,0,0,28,22,26.6,994.5,23.9,1.4,15.38262415,982,13.83419995
 2016-07-02,23.6,2.1,87,24.6,9.81,61952,토,13.58518435,2092.09,0,1,19,20.6,27.7,994.9,24.8,4.1,13.18553209,1023,13.2797501
 2016-07-03,22.4,1.2,88,22.3,7.59,56509,일,13.58518435,2092.09,0,1,40,21.1,26.8,999.5,23.6,3.8,12.0270731,1051,12.92596037
 2016-07-04,22.2,1.8,94,53.2,4.02,69487,월,13.58518435,1995.3,0,0,24,20.2,24.1,999.4,22.3,1.5,14.78924116,986,13.77807743
 2016-07-05,24.8,2.7,88,39.5,8.68,72993,화,13.58518435,1989.85,0,0,24,20.2,24.8,999.6,22.9,1.1,15.53543943,982,13.83419995
 2016-07-06,23.6,1.6,91,27.8,10.82,71949,수,13.58518435,1953.12,0,0,20,20.3,26.9,1003.9,24,4.6,15.31324006,982,13.83419995
 2016-07-07,24.2,1.3,86,1.2,15.76,73086,목,13.58518435,1974.08,0,0,43,20.1,28.5,1004.4,24.9,4.7,15.55523305,982,13.83419995
 2016-07-08,25.4,1.4,79,1,22.05,74997,금,13.58518435,1963.1,0,0,64,21.2,32.4,999.9,30.7,7.3,15.96196006,982,13.83419995
 2016-07-09,26.1,1.4,77,0,24.46,66515,토,13.58518435,2092.09,0,1,34,23.2,32.7,996.4,34,7.7,14.15669658,1023,13.2797501
 2016-07-10,26,1.2,78,0,19.77,61203,일,13.58518435,2092.09,0,1,35,23.2,33.1,994.7,34.5,6.2,13.02611893,1051,12.92596037
 2016-07-11,25.6,1.2,83,2.9,14.89,78197,월,13.58518435,1988.54,0,0,63,24.8,33.4,994,32.5,5.3,16.64303094,986,13.77807743
 2016-07-12,24.6,1.3,87,8.2,11.15,76630,화,13.58518435,1991.23,0,0,35,22.1,30.9,992.3,29.2,5.9,16.30951904,982,13.83419995
 2016-07-13,25.6,1.5,81,0.1,16.8,76326,수,13.58518435,2005.55,0,0,38,23.2,29.5,991.4,30,4.5,16.24481731,982,13.83419995
 2016-07-14,25,1.8,77,2.3,17.86,76203,목,13.58518435,2008.77,0,0,30,24,32.4,991.7,32.2,5.8,16.21863865,982,13.83419995
 2016-07-15,24.5,2.1,72,0.8,16.15,74767,금,13.58518435,2017.26,0,0,23,23.7,29.2,994.2,28.3,4.4,15.91300809,982,13.83419995
 2016-07-16,21.7,2.3,92,27.9,3.35,62859,토,13.58518435,2092.09,0,1,17,19.8,23.8,990.1,21.5,1.4,13.37857311,1023,13.2797501
 2016-07-17,23.3,1.7,83,0.9,12.77,57401,일,13.58518435,2092.09,0,1,19,20.4,23.1,996.9,22.5,2.2,12.2169216,1051,12.92596037
 2016-07-18,23.7,1.3,80,0,18.5,71810,월,13.58518435,2021.11,0,0,27,20.7,28.4,1000.4,25.5,4.3,15.28365604,986,13.77807743
 2016-07-19,25,1.6,79,0.1,19.7,75150,화,13.58518435,2016.89,0,0,35,20.9,32.4,1001.1,29.5,6.1,15.99452376,982,13.83419995
 2016-07-20,25.3,1.9,76,0,19.66,76667,수,13.58518435,2015.46,0,0,32,24,32.9,1002.7,30.7,5.4,16.31739392,982,13.83419995
 2016-07-21,25.1,1.9,75,0,18.1,76366,목,13.58518435,2012.22,0,0,33,24.9,32.2,1001,31.4,5.3,16.2533307,982,13.83419995
 2016-07-22,25.8,2,75,0,23.2,77815,금,13.58518435,2010.34,0,0,37,25.3,34.1,999.6,32.4,5.9,16.5617281,982,13.83419995
 2016-07-23,26.4,1.7,77,1.7,19.42,69122,토,13.58518435,2092.09,0,1,44,27.2,31.6,998.9,30.5,3.8,14.71155651,1023,13.2797501
 2016-07-24,27.3,1.5,82,4.8,15.48,65790,일,13.58518435,2092.09,0,1,39,27,30.1,1000.5,28.1,2.5,14.00239146,1051,12.92596037
 2016-07-25,27.3,1.4,84,5.8,14.6,80215,월,13.58518435,2012.32,0,0,46,26.4,31.4,1000.6,30.1,3.6,17.07253125,986,13.77807743
 2016-07-26,28,1.7,78,0,18.76,81110,화,13.58518435,2027.34,0,0,36,25.6,31.9,997.6,32.9,5.1,17.26301826,982,13.83419995
 2016-07-27,28,2.1,78,0.9,13.13,80482,수,13.58518435,2025.05,0,0,40,26.7,28.9,994.6,27.1,2.8,17.12935811,982,13.83419995
 2016-07-28,28.3,2.1,77,0.8,19.6,79547,목,13.58518435,2021.1,0,0,56,26.7,30.5,996.1,31.9,5.3,16.93035771,982,13.83419995
 2016-07-29,27.8,1.6,81,9.7,12.46,76408,금,13.58518435,2016.19,0,0,49,23.4,28.4,999,26.6,2,16.26226975,982,13.83419995
 2016-07-30,28.4,1.5,81,6.7,17.29,66669,토,13.58518435,2092.09,0,1,53,26.4,33,1001.1,29.6,4.8,14.18947312,1023,13.2797501
 2016-07-31,28,1.4,80,4.1,20.13,64469,일,13.58518435,2092.09,0,1,39,26.6,32.8,1001.5,30.5,5.2,13.72123689,1051,12.92596037
 2016-08-01,27.4,1.3,80,2.4,18.19,68944,월,17.97298799,2029.61,0,0,31,25.8,32.4,1000.4,30.9,5.1,14.67367194,974,18.45275974
 2016-08-02,26.4,1.1,84,3,11.14,68743,화,17.97298799,2019.03,0,0,27,25,31.1,999.3,30.3,3.3,14.63089218,988,18.19128339
 2016-08-03,26.7,1.3,81,1.6,16.98,69613,수,17.97298799,1994.79,0,0,28,24,34.2,999.1,32.3,6,14.81605832,988,18.19128339
 2016-08-04,27.7,1.5,78,0.2,19.32,75694,목,17.97298799,2000.03,0,0,29,26,35.7,999.6,35.9,5.9,16.11030581,988,18.19128339
 2016-08-05,28,1.4,76,0.2,20.74,77573,금,17.97298799,2017.94,0,0,35,26.5,36,999.6,35.1,6.1,16.51022212,988,18.19128339
 2016-08-06,28.3,1.4,76,0.6,20.43,71602,토,17.97298799,2092.09,0,1,49,26.6,34,998.1,35.5,4.9,15.23938643,1038,17.31501733
 2016-08-07,28.5,1.4,76,1.5,20.01,67510,일,17.97298799,2092.09,0,1,33,27,35,997.3,38.3,7.5,14.36846706,1044,17.21550574
 2016-08-08,28.2,1.6,76,4.9,20.35,83700,월,17.97298799,2031.12,0,0,35,26.4,35.5,997.5,38.2,6.8,17.81426,974,18.45275974
 2016-08-09,27.7,1.7,77,0.6,17.77,82724,화,17.97298799,2043.78,0,0,33,26.4,33.6,998.4,32.8,4,17.60653339,988,18.19128339
 2016-08-10,28.4,1.4,76,0,19.69,83123,수,17.97298799,2044.64,0,0,69,26.1,34.8,999.9,34.5,5.9,17.69145441,988,18.19128339
 2016-08-11,29.3,1.4,73,0,21.94,84974,목,17.97298799,2048.8,0,0,33,26.1,36.4,999.9,39.2,7.6,18.08541134,988,18.19128339
 2016-08-12,29.5,1.5,73,0,22.4,85183,금,17.97298799,2050.47,0,0,44,26.4,35.9,997.8,37.5,6.4,18.12989378,988,18.19128339
 2016-08-13,29.5,1.6,72,0,21.6,74429,토,17.97298799,2092.09,0,1,37,26.8,35.1,996.2,37.8,7.1,15.84106998,1038,17.31501733
