일시,평균기온(℃),평균풍속(m/s),평균습도(%rh),평균일강수량(mm),일사합,최대전력(MW),요일,전력사용량(kwh),코스피,공휴일/국경일,평일/주말,미세먼지,최저기온(℃),최고기온(℃),평균 현지기압(hPa),평균지면온도(℃),합계 소형증발량(mm),전력,소비계수,평균전력사용량
 2012-01-01,-0.3,2.6,65,0.4,4.95,58124,일,15.3186389,2092.09,1,1,74,-6.9,0.4,1013.8,-1.9,1.2,13.62554093,1000,15.3186389
 2012-01-02,-2.8,1.9,63,0,8.21,69015,월,15.3186389,1826.37,0,0,89,-8.3,-1.2,1015.7,-4.1,1.3,16.1786303,1000,15.3186389
 2012-01-03,-1.9,2.3,66,0.7,6.13,71631,화,15.3186389,1875.41,0,0,84,-6.8,-0.2,1011,-3.5,0.6,16.7918781,1000,15.3186389
 2012-01-04,-4,3.3,59,0.8,8.22,72865,수,15.3186389,1866.22,0,0,61,-9.6,-4.3,1015.1,-4.5,1,17.08115478,1000,15.3186389
 2012-01-05,-4.1,2.2,57,0,10.51,72199,목,15.3186389,1863.74,0,0,44,-9.8,-1.3,1018.5,-5.2,1.5,16.92502976,1000,15.3186389
 2012-01-06,-2.6,1.8,56,0,9.41,72552,금,15.3186389,1843.14,0,0,53,-5.6,1.3,1020.4,-2.1,1.8,17.00778071,1000,15.3186389
 2012-01-07,-3.3,1.3,57,0,10.68,64570,토,15.3186389,2092.09,0,1,80,-8,2,1024.1,-4,2.1,15.13662477,1000,15.3186389
 2012-01-08,-1.9,1.6,55,0,8.35,61089,일,15.3186389,2092.09,0,1,75,-5.5,0.4,1021.1,-3.2,1,14.32060199,1000,15.3186389
 2012-01-09,0.1,1.8,62,0,7.06,71646,월,15.3186389,1826.49,0,0,107,-1.8,2.7,1019.1,-0.4,1.1,16.79539443,1000,15.3186389
 2012-01-10,0,2.1,53,0,9.24,71620,화,15.3186389,1853.22,0,0,81,-5.8,1.5,1017.2,-2.2,1.6,16.78929946,1000,15.3186389
 2012-01-11,-3,3,46,0,10.08,72453,수,15.3186389,1845.55,0,0,52,-8.1,-3.3,1020.2,-4.2,1.4,16.98457294,1000,15.3186389
 2012-01-12,-3.4,2.2,56,0,9.53,71980,목,15.3186389,1864.57,0,0,50,-10.3,-0.4,1017.8,-4,1.2,16.87369136,1000,15.3186389
 2012-01-13,-0.2,2,60,0,7.44,71893,금,15.3186389,1875.68,0,0,60,-4.1,2.6,1013.7,-1.1,1.7,16.85329665,1000,15.3186389
 2012-01-14,-1,1.9,45,0,11.02,63746,토,15.3186389,2092.09,0,1,41,-6.3,2.7,1013.6,-2.5,3.1,14.94346109,1000,15.3186389
 2012-01-15,-0.6,1.5,50,0,7.39,60377,일,15.3186389,2092.09,0,1,42,-4.7,0.3,1011.4,-1.9,2.1,14.15369357,1000,15.3186389
 2012-01-16,1.2,1.5,63,2,7.71,71422,월,15.3186389,1859.27,0,0,50,-5.1,7.8,1008.9,-1.2,3.5,16.74288391,1000,15.3186389
 2012-01-17,2.8,1.1,75,0.2,6.77,69998,화,15.3186389,1892.74,0,0,54,0,8.2,1010,1.4,1.7,16.40906707,1000,15.3186389
 2012-01-18,2.4,1.4,72,0.4,6.83,69874,수,15.3186389,1892.39,0,0,111,-2.2,5.4,1012.3,-0.3,2.1,16.37999875,1000,15.3186389
 2012-01-19,4.8,2.2,81,5.9,3.41,69189,목,15.3186389,1914.97,0,0,60,1.4,8.4,1012.1,2,1.2,16.21941972,1000,15.3186389
 2012-01-20,5.9,2.6,72,1.4,4.35,66299,금,15.3186389,1949.89,0,0,23,3.7,8.3,1012.5,3,2.5,15.54194031,1000,15.3186389
 2012-01-21,3.8,1.9,79,1.5,4.41,58618,토,15.3186389,2092.09,0,1,44,-2.6,5.7,1011.1,2.1,3.5,13.74134537,1000,15.3186389
 2012-01-22,-1.7,3.8,48,0,11.09,54550,일,15.3186389,2092.09,1,1,50,-11.6,-2.4,1014.3,-2.7,2.3,12.78771692,1000,15.3186389
 2012-01-23,-6.3,3.3,42,0,12.21,53318,월,15.3186389,2092.09,1,0,22,-12.2,-5.3,1015.9,-5.7,2.3,12.49890908,1000,15.3186389
 2012-01-24,-5.8,2,49,0.2,11.15,56051,화,15.3186389,2092.09,1,0,23,-11.8,-3.1,1013.2,-4.8,3.2,13.13958425,1000,15.3186389
 2012-01-25,-5.9,2.7,51,0.7,12.37,63424,수,15.3186389,1952.23,0,0,25,-11.6,-5,1013.4,-3.6,1.7,14.86797723,1000,15.3186389
 2012-01-26,-3.3,1.7,60,0,9.84,70451,목,15.3186389,1957.18,0,0,48,-8.5,1.8,1013.5,-3.1,2.1,16.51526021,1000,15.3186389
 2012-01-27,0.1,1.5,70,0.1,8.21,71023,금,15.3186389,1964.83,0,0,86,-4.4,4.9,1013.4,-1.7,3.5,16.64934956,1000,15.3186389
 2012-01-28,0.2,1.9,44,0,11.64,63016,토,15.3186389,2092.09,0,1,39,-6,3.1,1017,-2,4.5,14.77233307,1000,15.3186389
 2012-01-29,-0.9,2.2,37,0,11.61,60436,일,15.3186389,2092.09,0,1,39,-5.5,1.6,1018.6,-1.8,4.7,14.16752446,1000,15.3186389
 2012-01-30,-2.8,2.6,28,0,13.42,71609,월,15.3186389,1940.55,0,0,35,-8.8,-0.8,1018.9,-3.8,3.5,16.78672082,1000,15.3186389
 2012-01-31,-2.3,2.2,58,3.3,7.1,72308,화,15.3186389,1955.79,0,0,47,-8.5,-0.3,1010.5,-3.4,0.2,16.95058175,1000,15.3186389
 2012-02-01,-6.5,3.9,52,0.3,12.19,72012,수,16.41191454,1959.24,0,0,42,-15.3,-8.1,1015.5,-2.6,1.2,16.88119286,1000,16.41191454
 2012-02-02,-10.2,3.2,49,0.1,12.57,73833,목,16.41191454,1984.3,0,0,40,-17.1,-9.5,1019.6,-4.6,1.9,17.30807522,1000,16.41191454
 2012-02-03,-7,2.3,55,0,12.79,73040,금,16.41191454,1972.34,0,0,39,-14.5,-3.9,1015.5,-4.2,1.4,17.12217862,1000,16.41191454
 2012-02-04,-1.9,2,56,0.1,11.74,65486,토,16.41191454,2092.09,0,1,54,-5.2,1,1014.9,-2.4,2.7,15.35135527,1000,16.41191454
 2012-02-05,-0.6,1,55,0,9.45,61327,일,16.41191454,2092.09,0,1,52,-4.5,4.8,1013.6,-1.7,3,14.37639441,1000,16.41191454
 2012-02-06,1.2,1.2,64,1.6,6.7,72008,월,16.41191454,1973.13,0,0,56,-3.2,7,1006.2,0,3.4,16.88025517,1000,16.41191454
 2012-02-07,-3.7,4.4,46,0,13.57,73098,화,16.41191454,1981.59,0,0,71,-11.5,-0.1,1008.8,-3.4,2.1,17.13577509,1000,16.41191454
 2012-02-08,-6.3,3,50,0.4,12.57,73131,수,16.41191454,2003.73,0,0,35,-12.1,-3.8,1011.6,-6.1,3.5,17.14351101,1000,16.41191454
 2012-02-09,-3,2.2,53,0.2,13.07,72432,목,16.41191454,2014.62,0,0,34,-9,-0.5,1015,-3.8,2.5,16.97965008,1000,16.41191454
 2012-02-10,-1.4,2.1,52,0,10.96,72535,금,16.41191454,1993.71,0,0,37,-6.9,1.7,1015.7,-3.4,3,17.00379554,1000,16.41191454
 2012-02-11,-2.4,2.2,42,0,15.42,64071,토,16.41191454,2092.09,0,1,31,-9.2,0.8,1018.6,-3.1,1.6,15.01964822,1000,16.41191454
 2012-02-12,0,1.4,46,0,14.37,60365,일,16.41191454,2092.09,0,1,37,-5,4.8,1019.3,0,1.7,14.15088051,1000,16.41191454
 2012-02-13,2.3,1.3,57,0.5,6.49,71147,월,16.41191454,2005.74,0,0,51,0.2,8.4,1013.5,2.5,2.5,16.67841788,1000,16.41191454
 2012-02-14,3.4,1.6,66,3.4,9.63,70253,화,16.41191454,2002.64,0,0,83,-0.3,8.3,1010.3,2.8,2.9,16.46884466,1000,16.41191454
 2012-02-15,2.1,2.4,46,0,12.03,69690,수,16.41191454,2025.32,0,0,58,-4.1,3,1012.3,0.7,2.8,16.33686511,1000,16.41191454
 2012-02-16,0.3,3.3,33,0,15.28,69414,목,16.41191454,1997.45,0,0,41,-6.1,2.7,1012.6,-0.4,2.7,16.27216466,1000,16.41191454
 2012-02-17,-3.6,3.8,42,0.1,14.7,70987,금,16.41191454,2023.47,0,0,38,-8.8,-2.9,1013.5,-3.3,1.8,16.64091037,1000,16.41191454
 2012-02-18,-4.8,3,44,0.1,15.22,64121,토,16.41191454,2092.09,0,1,39,-9.6,-2.2,1016.2,-3.5,2.3,15.03136932,1000,16.41191454
 2012-02-19,-3.3,2.3,46,0,16.45,60733,일,16.41191454,2092.09,0,1,32,-9.6,1.3,1017,-2.4,2.8,14.23714778,1000,16.41191454
 2012-02-20,-0.6,1.7,46,0,15.79,70433,월,16.41191454,2024.9,0,0,55,-5.5,5.3,1016,-0.1,5.5,16.51104061,1000,16.41191454
 2012-02-21,0.8,1.3,62,0.7,6.46,70066,화,16.41191454,2024.24,0,0,92,-0.9,5.5,1013.1,0.5,4,16.42500776,1000,16.41191454
 2012-02-22,4.4,1.5,69,0,10.27,68837,수,16.41191454,2028.65,0,0,89,-0.8,12.1,1006.5,4,3,16.1369032,1000,16.41191454
 2012-02-23,5.7,2.5,65,0,11.57,66267,목,16.41191454,2007.8,0,0,74,1.1,8.2,1004,4.8,2.1,15.53443881,1000,16.41191454
 2012-02-24,4.5,1.9,66,0.3,9.13,66140,금,16.41191454,2019.89,0,0,102,0.2,9.7,1007.1,2.7,2.5,15.50466722,1000,16.41191454
 2012-02-25,2.2,2.7,67,1,7.01,60731,토,16.41191454,2092.09,0,1,74,-2.3,5,1007.4,2.7,3.5,14.23667894,1000,16.41191454
 2012-02-26,-0.1,2.3,54,0.6,9.48,58687,일,16.41191454,2092.09,0,1,40,-4,3.2,1012.5,1.3,2.6,13.75752049,1000,16.41191454
 2012-02-27,-0.3,2,46,0,17.68,68116,월,16.41191454,1991.16,0,0,44,-5.9,5.2,1015.5,1.4,3,15.96788498,1000,16.41191454
 2012-02-28,1.6,1.6,58,0.6,7.83,69091,화,16.41191454,2003.69,0,0,52,-3.2,7.3,1014,1.1,2.4,16.19644637,1000,16.41191454
 2012-02-29,4.6,1.5,61,0.1,14.99,66910,수,16.41191454,2030.25,0,0,53,-1.5,11.8,1012.2,1.1,4,15.68517211,1000,16.41191454
 2012-03-01,7.3,1.5,53,0,14.28,59676,목,13.88918717,2092.09,1,0,60,4,14.6,1007.8,7.3,3.6,13.98936379,1000,13.88918717
 2012-03-02,5.8,1.8,76,2.1,4,65461,금,13.88918717,2034.63,0,0,44,5.2,9.5,1008.3,5.7,1.3,15.34549472,1000,13.88918717
 2012-03-03,6.2,2.4,68,0.5,11,57884,토,13.88918717,2092.09,0,1,25,2.7,12.9,1014.1,7,3.1,13.56927967,1000,13.88918717
 2012-03-04,5.6,2.9,72,4.4,5.31,55923,일,13.88918717,2092.09,0,1,18,3,9.7,1011.8,6,2.1,13.10957824,1000,13.88918717
 2012-03-05,5.3,2.7,85,15.7,2.97,67475,월,13.88918717,2016.06,0,0,17,3.1,8.5,1001.7,5.7,0.8,15.81762051,1000,13.88918717
 2012-03-06,4.9,3.1,76,3.6,6.43,68119,화,13.88918717,2000.36,0,0,15,1.8,4.6,1000.8,3.4,0.8,15.96858824,1000,13.88918717
 2012-03-07,4.5,2.3,61,0,13.17,67480,수,13.88918717,1982.15,0,0,58,-0.2,7.7,1008.8,4.1,2.5,15.81879262,1000,13.88918717
 2012-03-08,3.9,2.2,54,0,12.99,67407,목,13.88918717,2000.76,0,0,47,-0.3,5.2,1011.3,2.2,2.3,15.80167982,1000,13.88918717
 2012-03-09,3.9,2.1,60,0.5,13.44,67403,금,13.88918717,2018.3,0,0,38,-2.1,9.1,1010.3,3.7,2.3,15.80074213,1000,13.88918717
 2012-03-10,4.5,2,61,0.1,13.56,59193,토,13.88918717,2092.09,0,1,40,1.3,8.9,1009.2,5.3,3.4,13.87613799,1000,13.88918717
 2012-03-11,0.3,4.7,42,0,18.43,58214,일,13.88918717,2092.09,0,1,37,-4.6,1.3,1012.3,2.3,2.6,13.64663891,1000,13.88918717
 2012-03-12,-0.3,3.2,40,0,20.61,69180,월,13.88918717,2002.5,0,0,30,-5.7,3.2,1016.3,2.8,2.6,16.21730992,1000,13.88918717
 2012-03-13,1.6,2,50,0,19.16,67944,화,13.88918717,2025.04,0,0,53,-3.5,6.6,1015.3,3.6,2.6,15.9275644,1000,13.88918717
 2012-03-14,4.5,2.3,59,0,12.79,67941,수,13.88918717,2045.08,0,0,68,1.8,5.9,1013.8,3,0.9,15.92686114,1000,13.88918717
 2012-03-15,6.1,2,50,0,19.12,66662,목,13.88918717,2043.76,0,0,64,-1.7,11.8,1016.3,6.2,3.1,15.62703547,1000,13.88918717
 2012-03-16,7.2,1.9,71,5.4,5.74,65949,금,13.88918717,2034.44,0,0,56,5.7,12.9,1006.4,7.6,1.1,15.45989263,1000,13.88918717
 2012-03-17,9.3,1.7,85,1.9,8.51,58487,토,13.88918717,2092.09,0,1,41,6.8,16.1,1000,11.4,2.8,13.7106361,1000,13.88918717
 2012-03-18,7.3,2.6,76,1.2,9.85,55516,일,13.88918717,2092.09,0,1,64,2.2,11.5,1003.9,8.9,3,13.01416851,1000,13.88918717
 2012-03-19,3.9,2.2,56,0,16.26,65929,월,13.88918717,2047,0,0,24,-0.5,7.2,1010.2,4.3,3.8,15.45520419,1000,13.88918717
 2012-03-20,3.9,2.8,40,0,20.56,65917,화,13.88918717,2042.15,0,0,38,-1.9,8.3,1010,5.5,6.4,15.45239113,1000,13.88918717
 2012-03-21,5.3,2.2,40,0,21.38,65554,수,13.88918717,2027.23,0,0,43,-0.5,10.4,1012.5,6.8,5.1,15.36729596,1000,13.88918717
 2012-03-22,6.6,1.8,63,7.6,8.52,66314,목,13.88918717,2026.12,0,0,89,3.3,11.4,1009.4,8.9,3.2,15.54545664,1000,13.88918717
 2012-03-23,6,2.4,87,19,1.71,65916,금,13.88918717,2026.83,0,0,35,2.3,9.7,998.5,5.8,0.1,15.4521567,1000,13.88918717
 2012-03-24,4.8,4.7,54,1.2,17.47,58455,토,13.88918717,2092.09,0,1,26,1.5,6.9,1000.2,4.9,3.5,13.7031346,1000,13.88918717
 2012-03-25,4.4,4.3,40,0,19.88,55600,일,13.88918717,2092.09,0,1,52,0.9,7.7,1007.3,4.5,3.9,13.03385995,1000,13.88918717
 2012-03-26,4.6,2.8,42,0,22.74,65406,월,13.88918717,2019.19,0,0,40,-0.2,8.7,1013.1,6,4.4,15.33260151,1000,13.88918717
 2012-03-27,8.1,2.6,47,0,18.39,64132,화,13.88918717,2039.76,0,0,55,1,10.9,1012.7,6.7,2.4,15.03394796,1000,13.88918717
 2012-03-28,9.9,1.9,59,0,18.71,62671,수,13.88918717,2031.74,0,0,113,6.4,15.8,1014.7,10.8,3.5,14.6914575,1000,13.88918717
 2012-03-29,11.9,2.6,60,0.6,16.01,61505,목,13.88918717,2014.41,0,0,87,5.9,16.2,1010.5,11.8,3.4,14.41812152,1000,13.88918717
 2012-03-30,12,2.8,78,25,3.18,62686,금,13.88918717,2014.04,0,0,55,5.8,11.9,1003.8,10.7,1.9,14.69497383,1000,13.88918717
 2012-03-31,7,4,42,0.1,18.7,55993,토,13.88918717,2092.09,0,1,61,2.5,10.1,1004.7,9.3,3.4,13.12598778,1000,13.88918717
 2012-04-01,5.5,2.4,38,0,21.51,53824,일,14.57144066,2092.09,0,1,74,0.6,9.4,1011.9,9.1,3.4,12.61752659,1000,14.57144066
 2012-04-02,10.1,2.6,61,5.7,12.92,62058,월,14.57144066,2029.29,0,0,84,3.5,14.1,1003.9,8,1.5,14.54775685,1000,14.57144066
 2012-04-03,6.7,5.2,65,24,9.65,64390,화,14.57144066,2049.28,0,0,24,1.1,9.4,993.3,5,1.4,15.09442882,1000,14.57144066
 2012-04-04,8.7,3.9,52,0,20.37,62455,수,14.57144066,2018.61,0,0,85,2.2,12.8,999.9,7.5,4.5,14.64082236,1000,14.57144066
 2012-04-05,8.3,3.4,43,0,21.25,61447,목,14.57144066,2028.77,0,0,46,3.1,12.2,1001.6,9.3,6,14.40452505,1000,14.57144066
 2012-04-06,6.3,3.7,40,0,20.48,61955,금,14.57144066,2029.03,0,0,37,2.6,9.6,1005.5,8.1,4.9,14.52361139,1000,14.57144066
 2012-04-07,6.8,2.5,41,0,23.51,56470,토,14.57144066,2092.09,0,1,39,0.6,12.4,1011.1,10,6.5,13.23780704,1000,14.57144066
 2012-04-08,13.3,3.4,45,0,21.47,52545,일,14.57144066,2092.09,0,1,60,4.6,17.6,1008,13.1,5.1,12.31770092,1000,14.57144066
 2012-04-09,16,2.4,61,0,18.24,59632,월,14.57144066,1997.08,0,0,86,10.7,22.4,1009.1,18.4,7,13.97904922,1000,14.57144066
 2012-04-10,13.7,2,77,4.8,5.27,60615,화,14.57144066,1994.41,0,0,108,11.5,16.9,1004.4,13.9,1.2,14.20948599,1000,14.57144066
 2012-04-11,12.5,2.5,81,2.2,9.37,57192,수,14.57144066,2092.09,1,0,26,9.1,17.4,994.9,13.3,2.4,13.40705969,1000,14.57144066
 2012-04-12,10.8,2.7,51,0,19.46,60318,목,14.57144066,1986.63,0,0,51,5.3,12.4,1000.8,9.8,2.5,14.13986267,1000,14.57144066
 2012-04-13,10.5,1.6,60,0.7,9.7,59998,금,14.57144066,2008.91,0,0,68,7.4,15.1,1002.7,10.7,2.4,14.06484765,1000,14.57144066
 2012-04-14,12.7,1.9,62,0,22.63,54323,토,14.57144066,2092.09,0,1,62,5.9,16.4,1004.4,13.8,4.2,12.73450313,1000,14.57144066
 2012-04-15,14.7,1.8,54,0,22.77,51032,일,14.57144066,2092.09,0,1,41,6.9,21.7,1002.5,16.7,4.1,11.96302052,1000,14.57144066
 2012-04-16,13.3,2.3,56,0,21.73,59317,월,14.57144066,1992.63,0,0,48,7.2,17.9,1002.5,16.6,4.3,13.90520631,1000,14.57144066
 2012-04-17,11.9,1.9,56,0,24.87,59495,화,14.57144066,1985.3,0,0,59,7.5,19.7,1004.7,19.5,7.5,13.94693342,1000,14.57144066
 2012-04-18,13.5,1.7,53,0,20.28,58531,수,14.57144066,2004.53,0,0,53,9.2,21.3,1007.3,20.2,6.7,13.72095066,1000,14.57144066
 2012-04-19,13.6,2,61,1.9,15.65,59736,목,14.57144066,1999.86,0,0,66,12.2,24.3,1008.8,22.5,6.9,14.0034291,1000,14.57144066
 2012-04-20,15,3,64,0.7,16.54,58827,금,14.57144066,1974.65,0,0,49,13.6,23.8,1009.6,22.9,6.3,13.79033956,1000,14.57144066
 2012-04-21,12.6,3.8,84,57.6,2.18,56020,토,14.57144066,2092.09,0,1,20,9.5,16.3,999.1,11.8,0.2,13.13231717,1000,14.57144066
 2012-04-22,12.4,3.2,80,4.1,9.22,51897,일,14.57144066,2092.09,0,1,14,7.9,12,995.4,10.1,0.3,12.1657955,1000,14.57144066
 2012-04-23,15.7,2.2,71,0.1,16.89,59092,월,14.57144066,1972.63,0,0,91,9.1,17.3,1002.2,12.9,2.5,13.85246137,1000,14.57144066
 2012-04-24,19,1.8,61,0,22.06,57954,화,14.57144066,1963.42,0,0,82,12.2,26.6,1002.1,19.5,3.2,13.5856892,1000,14.57144066
 2012-04-25,14.7,2.7,80,28.6,2.52,60184,수,14.57144066,1961.98,0,0,49,10.5,20.7,990.4,14.3,0.2,14.10845013,1000,14.57144066
 2012-04-26,13.1,4,50,0.5,27.46,58571,목,14.57144066,1964.04,0,0,28,8,16.8,996.5,15.2,7.6,13.73032754,1000,14.57144066
 2012-04-27,14.5,2.4,42,0,26.02,57420,금,14.57144066,1975.35,0,0,46,7.8,22.3,1001.2,16.2,7.6,13.46050789,1000,14.57144066
 2012-04-28,16.9,2.2,48,0,24.48,52289,토,14.57144066,2092.09,0,1,44,13.8,22.1,1004.3,19.1,6.8,12.25768891,1000,14.57144066
 2012-04-29,16.8,1.4,65,0,13.67,50060,일,14.57144066,2092.09,0,1,55,14,26.3,1004.3,22.7,7.9,11.7351624,1000,14.57144066
 2012-04-30,18.7,2.7,62,0.3,21.48,57303,월,14.57144066,1981.99,0,0,44,15.4,29.4,1001.1,25.6,7.1,13.43308052,1000,14.57144066
 2012-05-01,18.8,1.7,70,5.6,13.52,53469,화,13.04873916,2092.09,0,0,30,17.3,28.3,998.7,25.2,6.3,12.5343068,1000,13.04873916
 2012-05-02,19,2.4,73,1.2,15.83,59194,수,13.04873916,1999.07,0,0,22,19,29.1,995.4,25.3,5.9,13.87637241,1000,13.04873916
 2012-05-03,17.4,2.2,72,1.5,18.41,58681,목,13.04873916,1995.11,0,0,19,17,25.4,994.5,24,6.8,13.75611396,1000,13.04873916
 2012-05-04,18.9,2.2,61,0.1,25.73,58254,금,13.04873916,1989.15,0,0,53,14.3,25.7,997.1,25.2,7.7,13.65601579,1000,13.04873916
 2012-05-05,19.6,2.8,46,0.1,24.25,51023,토,13.04873916,2092.09,1,1,88,13.5,24.9,995,24.5,8.1,11.96091073,1000,13.04873916
 2012-05-06,17.7,2.5,41,0,25.86,49265,일,13.04873916,2092.09,0,1,51,13.1,24.1,996.2,23.6,6.2,11.54879695,1000,13.04873916
 2012-05-07,18.4,1.7,49,0,24.18,58783,월,13.04873916,1956.44,0,0,61,12.2,24.9,996.9,23.3,7,13.78002499,1000,13.04873916
 2012-05-08,18.9,1.8,60,1.1,20.41,59726,화,13.04873916,1967.01,0,0,71,14.2,28,997,24.4,5.7,14.00108489,1000,13.04873916
 2012-05-09,18.4,2,67,0.1,22.32,59180,수,13.04873916,1950.29,0,0,105,15,27.4,1001.8,25.6,6.3,13.87309051,1000,13.04873916
 2012-05-10,15.9,2.4,71,0.2,17.54,59469,목,13.04873916,1944.93,0,0,62,15.5,26.6,1004.3,25.1,7.3,13.94083845,1000,13.04873916
 2012-05-11,14.5,2.3,69,0.1,9.96,59389,금,13.04873916,1917.13,0,0,32,13.2,19.2,1006.4,20,3.7,13.92208469,1000,13.04873916
 2012-05-12,15.5,2,65,0,21.4,53474,토,13.04873916,2092.09,0,1,49,14.4,21.1,1004.4,21.6,4,12.53547891,1000,13.04873916
 2012-05-13,16.9,1.4,67,0,16.56,50870,일,13.04873916,2092.09,0,1,69,14.8,25.2,1001.8,23.9,5.8,11.92504417,1000,13.04873916
 2012-05-14,15.6,1.2,87,17.6,3.36,60105,월,13.04873916,1913.73,0,0,58,15.1,17.2,999.5,17,1.4,14.0899308,1000,13.04873916
 2012-05-15,17.5,2.2,69,0.5,22.15,59545,화,13.04873916,1898.96,0,0,57,13,22.7,996,20.7,6.3,13.95865451,1000,13.04873916
 2012-05-16,17.3,2,63,0.1,22.84,59297,수,13.04873916,1840.53,0,0,71,12.7,22,994,20.4,4.3,13.90051787,1000,13.04873916
 2012-05-17,16.1,2.6,64,1.3,19.67,59354,목,13.04873916,1845.24,0,0,50,13.9,20.5,993.7,21.1,4.9,13.91387992,1000,13.04873916
 2012-05-18,16.7,1.8,60,0,26.41,58805,금,13.04873916,1782.46,0,0,55,12,24.5,1003.7,22.8,6.6,13.78518228,1000,13.04873916
 2012-05-19,17.8,1.4,57,0,20,54050,토,13.04873916,2092.09,0,1,45,13.1,25.8,1005.7,23.1,6.4,12.67050594,1000,13.04873916
 2012-05-20,19,1.6,58,0,26.18,51396,일,13.04873916,2092.09,0,1,46,14.5,28.7,1004.2,26.2,7.2,12.04835011,1000,13.04873916
 2012-05-21,19.4,1.9,57,0,25.82,59738,월,13.04873916,1799.13,0,0,43,17.2,28.9,1006.5,27.7,8.2,14.00389795,1000,13.04873916
 2012-05-22,20,1.6,54,0,26.08,60915,화,13.04873916,1828.69,0,0,40,17.8,29.3,1004.6,29.1,8.3,14.27981257,1000,13.04873916
 2012-05-23,20.7,1.7,54,0,24.52,61029,수,13.04873916,1808.62,0,0,48,18.3,27.8,1002.1,27.6,7.2,14.30653668,1000,13.04873916
 2012-05-24,19.7,1.5,60,0.3,15.56,60583,목,13.04873916,1814.47,0,0,56,17,24,1001,23.5,6.3,14.20198449,1000,13.04873916
 2012-05-25,19.9,1.8,60,0.3,23.31,60262,금,13.04873916,1824.17,0,0,68,16.2,26.6,999.7,26.9,8.1,14.12673505,1000,13.04873916
 2012-05-26,19.7,1.7,49,0,23.61,54131,토,13.04873916,2092.09,0,1,80,14.1,26.1,1000.1,24.3,8.3,12.68949412,1000,13.04873916
 2012-05-27,20.4,1.9,54,0.3,22.14,50165,일,13.04873916,2092.09,0,1,47,17.1,23.4,1002.3,23.8,2,11.7597767,1000,13.04873916
 2012-05-28,19.7,1.8,67,1.3,16.96,53876,월,13.04873916,2092.09,1,0,63,16.4,26,1005.9,24.7,5.8,12.62971653,1000,13.04873916
 2012-05-29,20.4,1.7,62,0.1,19.64,60116,화,13.04873916,1849.91,0,0,49,18.8,25.4,1007.4,25.9,3.1,14.09250944,1000,13.04873916
 2012-05-30,18.7,1.8,74,3.5,8.86,60395,수,13.04873916,1844.86,0,0,56,18.6,23.6,1008.4,21.8,5,14.15791316,1000,13.04873916
 2012-05-31,19.6,1.6,71,1.1,20.21,60991,목,13.04873916,1843.47,0,0,56,16.6,27.2,1007,25.4,6.5,14.29762864,1000,13.04873916
 2012-06-01,19.8,1.6,68,0,21.36,60411,금,13.93458445,1834.51,0,0,58,16.3,26.7,1005.6,26.3,5.8,14.16166392,1000,13.93458445
 2012-06-02,20.3,1.8,65,1.5,20.47,56122,토,13.93458445,2092.09,0,1,53,19.2,28.8,1003.2,28.6,6.6,13.15622821,1000,13.93458445
 2012-06-03,20.9,1.6,62,0,26.06,51865,일,13.93458445,2092.09,0,1,48,18,29.1,1001.8,29.9,8.8,12.158294,1000,13.93458445
 2012-06-04,21.6,1.6,63,0.2,20.18,62206,월,13.93458445,1783.13,0,0,48,18.6,29.1,1000.6,29.6,9,14.5824513,1000,13.93458445
 2012-06-05,23.1,1.9,65,0,22.73,62958,화,13.93458445,1801.85,0,0,37,19.8,27.5,997.6,29.2,7.3,14.7587366,1000,13.93458445
 2012-06-06,22.7,2,66,0,20.21,59139,수,13.93458445,2092.09,1,0,58,19.1,28.9,994.6,29.6,7.8,13.86347921,1000,13.93458445
 2012-06-07,22.7,1.7,69,0,19.87,63340,목,13.93458445,1847.95,0,0,103,18.5,29.4,994.9,28.2,6,14.84828578,1000,13.93458445
 2012-06-08,20.1,1.4,84,7.7,8.78,62556,금,13.93458445,1835.64,0,0,60,19,27.9,991.9,25.5,3.2,14.66449898,1000,13.93458445
 2012-06-09,21.6,1.7,75,0,19.77,57383,토,13.93458445,2092.09,0,1,59,18.6,29.9,991.4,27.3,5.8,13.45183428,1000,13.93458445
 2012-06-10,22.1,1.8,71,1.1,22.31,52788,일,13.93458445,2092.09,0,1,65,20.8,28.7,991.7,27.8,3.1,12.37466545,1000,13.93458445
 2012-06-11,21.5,1.5,74,0.2,14.48,63222,월,13.93458445,1867.04,0,0,37,20.3,27.8,991.1,27.9,6.4,14.82062399,1000,13.93458445
 2012-06-12,22,2,72,2.2,18.91,64506,화,13.93458445,1854.74,0,0,39,19,28.9,990.9,25.9,5.8,15.12162177,1000,13.93458445
 2012-06-13,21.4,2.3,71,1.4,18.63,63780,수,13.93458445,1859.32,0,0,35,18.3,28.9,997,28.4,6.2,14.95143144,1000,13.93458445
 2012-06-14,21.5,2.6,67,0,21.46,64546,목,13.93458445,1871.48,0,0,31,19.3,31.7,1001.5,31.4,8.2,15.13099864,1000,13.93458445
 2012-06-15,20.4,2.2,77,4.5,9.5,63990,금,13.93458445,1858.16,0,0,34,20.4,28,999.9,28.8,7.9,15.00066004,1000,13.93458445
 2012-06-16,22.2,1.7,73,0.3,22.08,58330,토,13.93458445,2092.09,0,1,37,20.2,29.9,996.9,30.9,8.2,13.67383185,1000,13.93458445
